fecha_venta,año,mes,trimestre,dia_semana,dia_mes,categoria_principal,subcategoria,precio_unitario,cantidad,descuento_porcentaje,precio_con_descuento,ventas_brutas,costo_producto,ganancia_neta,margen_ganancia,region,ciudad,canal_venta,segmento_cliente,metodo_pago,cliente_nuevo,edad_cliente,satisfaccion_cliente,tiempo_entrega_dias,rating_producto,numero_reviews,visitas_web_previas,productos_en_carrito,tiempo_sesion_minutos,clicks_anuncios,veces_visitado_producto,transaction_id
2020-02-09,2020,2,1,7,9,Deportes,Fitness,635.9,6,14.3,544.94,3269.62,1907.69,1361.93,41.65,Noreste,Monterrey,Catálogo,Regular,PayPal,False,35.0,,9.1,2.2,8,12,3,26.9,1,2,TXN011046
2023-03-27,2023,3,1,1,27,Libros y Medios,No Ficción,115.59,4,24.49,87.29,349.15,277.42,71.73,20.54,Oeste,Querétaro,Online,Premium,Tarjeta Débito,True,25.0,2.5,2.1,4.7,5,13,3,2.1,1,3,TXN011047
2022-05-31,2022,5,2,2,31,Ropa y Accesorios,Joyería,93.16,4,54.94,41.98,167.93,149.06,18.87,11.23,Sureste,Puebla,Online,Estudiante,Tarjeta Crédito,True,67.0,3.8,4.6,4.3,9,19,3,4.2,4,5,TXN011048
2021-08-02,2021,8,3,1,2,Juguetes,Acción,460.6,5,20.87,364.47,1822.35,1036.34,786.01,43.13,Noreste,Torreón,Catálogo,VIP,Efectivo,False,18.0,4.6,7.2,5.1,12,20,2,0.7,1,4,TXN011049
2023-02-28,2023,2,1,2,28,Salud y Belleza,Maquillaje,658.21,5,8.89,599.67,2998.37,987.32,2011.06,67.07,Este,Tijuana,Catálogo,Estudiante,Efectivo,True,37.0,2.8,3.0,5.0,8,19,6,4.2,2,3,TXN011050
2022-08-19,2022,8,3,5,19,Ropa y Accesorios,Joyería,1222.58,7,20.19,975.77,6830.36,3423.22,3407.14,49.88,Norte,Tijuana,Marketplace,Premium,Tarjeta Crédito,False,18.0,4.4,1.1,5.4,11,11,3,42.7,1,10,TXN011051
2023-06-19,2023,6,2,1,19,Juguetes,Educativos,618.77,8,50.57,305.86,2446.87,2227.55,219.32,8.96,Noreste,Ciudad de México,Tienda Física,Estudiante,Tarjeta Crédito,True,18.0,5.0,2.6,3.6,5,16,3,65.8,2,4,TXN011052
2020-09-07,2020,9,3,1,7,Deportes,Natación,346.32,3,50.83,170.29,510.88,519.48,-8.6,-1.68,Este,Juárez,Catálogo,Regular,PayPal,False,23.0,4.1,13.4,4.5,7,13,4,6.6,0,6,TXN011053
2020-09-27,2020,9,3,7,27,Juguetes,Electrónicos,114.19,3,28.77,81.33,244.0,154.15,89.85,36.82,Sureste,Monterrey,Telefónico,Premium,Transferencia,False,60.0,3.8,2.8,3.5,6,14,3,2.3,1,5,TXN011054
2023-08-01,2023,8,3,2,1,Libros y Medios,eBooks,107.5,4,5.89,101.17,404.66,258.0,146.66,36.24,Noreste,Juárez,Tienda Física,Nuevo,Efectivo,False,18.0,4.4,4.0,4.9,3,12,5,7.4,2,6,TXN011055
2020-04-08,2020,4,2,3,8,Hogar y Jardín,Jardín,445.58,3,21.47,349.91,1049.72,802.05,247.67,23.59,Noroeste,Torreón,Marketplace,Nuevo,PayPal,False,18.0,5.0,2.1,5.5,14,22,2,8.9,4,5,TXN011056
2020-12-24,2020,12,4,4,24,Ropa y Accesorios,Joyería,324.58,1,36.29,206.78,206.78,129.83,76.95,37.21,Oeste,León,Online,Regular,Tarjeta Crédito,False,21.0,3.6,12.6,4.6,11,11,3,25.1,1,4,TXN011057
2020-02-09,2020,2,1,7,9,Libros y Medios,Textbooks,444.14,2,5.26,420.78,841.56,532.97,308.59,36.67,Oeste,Guadalajara,Telefónico,Premium,Tarjeta Débito,False,18.0,4.1,8.8,4.5,9,18,1,6.9,4,3,TXN011058
2021-10-05,2021,10,4,2,5,Salud y Belleza,Skincare,223.16,3,24.26,169.03,507.08,200.84,306.24,60.39,Sur,Guadalajara,Online,Premium,Transferencia,False,63.0,2.7,4.3,4.4,10,16,4,5.9,1,4,TXN011059
2023-05-08,2023,5,2,1,8,Electrónicos,Gaming,2063.5,3,31.63,1410.8,4232.39,4333.36,-100.97,-2.39,Norte,Querétaro,Marketplace,Nuevo,Transferencia,False,69.0,4.3,7.6,3.4,7,13,3,26.6,0,4,TXN011060
2021-02-03,2021,2,1,3,3,Libros y Medios,eBooks,99.76,5,19.39,80.42,402.09,299.28,102.81,25.57,Sureste,Querétaro,Online,Nuevo,Tarjeta Débito,True,18.0,3.1,0.7,3.3,13,15,4,5.2,3,2,TXN011061
2023-12-24,2023,12,4,7,24,Salud y Belleza,Cuidado Personal,484.07,3,27.49,351.0,1053.01,435.67,617.35,58.63,Oeste,Ciudad de México,Tienda Física,Premium,PayPal,False,49.0,4.1,4.1,4.9,8,13,2,20.1,2,6,TXN011062
2021-02-24,2021,2,1,3,24,Salud y Belleza,Skincare,254.06,4,30.81,175.79,703.17,304.87,398.3,56.64,Sureste,Guadalajara,Telefónico,Estudiante,PayPal,False,30.0,4.1,2.3,4.5,8,10,7,14.6,0,5,TXN011063
2023-01-09,2023,1,1,1,9,Electrónicos,Laptops,3379.49,3,44.87,1862.99,5588.97,7096.94,-1507.97,-26.98,Sur,Juárez,Online,VIP,Efectivo,False,18.0,4.8,8.8,4.4,7,10,5,5.9,1,4,TXN011064
2023-02-28,2023,2,1,2,28,Automóviles,Neumáticos,515.16,4,8.88,469.42,1877.68,1339.4,538.28,28.67,Sureste,Guadalajara,Marketplace,VIP,Tarjeta Débito,False,52.0,2.8,10.2,4.2,5,16,4,17.6,5,4,TXN011065
2021-03-21,2021,3,1,7,21,Deportes,Fitness,1110.68,7,37.13,698.32,4888.25,3887.38,1000.87,20.48,Norte,Guadalajara,Marketplace,VIP,Transferencia,False,55.0,5.0,2.7,5.1,3,18,5,2.4,4,7,TXN011066
2023-07-02,2023,7,3,7,2,Libros y Medios,Textbooks,97.92,3,16.44,81.83,245.48,176.26,69.22,28.2,Noreste,León,Catálogo,Estudiante,Transferencia,False,73.0,3.8,2.2,4.8,7,8,3,86.5,2,6,TXN011067
2021-02-17,2021,2,1,3,17,Libros y Medios,Ficción,710.52,6,9.56,642.63,3855.78,2557.88,1297.89,33.66,Centro,Querétaro,Tienda Física,Regular,Tarjeta Crédito,True,18.0,4.4,0.7,3.4,3,8,6,42.9,5,4,TXN011068
2020-07-27,2020,7,3,1,27,Electrónicos,Cámaras,946.72,2,59.08,387.38,774.76,1325.41,-550.64,-71.07,Sureste,Querétaro,Tienda Física,Premium,Tarjeta Débito,False,18.0,4.6,12.3,4.8,13,16,5,90.1,2,3,TXN011069
2023-10-26,2023,10,4,4,26,Juguetes,Acción,216.85,2,20.3,172.83,345.66,195.16,150.5,43.54,Norte,Monterrey,Online,Regular,Tarjeta Débito,False,37.0,4.0,1.2,3.1,10,14,2,135.1,0,5,TXN011070
2022-04-24,2022,4,2,7,24,Electrónicos,Auriculares,863.56,3,44.52,479.11,1437.32,1813.48,-376.15,-26.17,Noreste,Tijuana,Marketplace,Nuevo,Tarjeta Crédito,True,94.0,5.0,5.5,3.3,10,13,1,101.9,1,2,TXN011071
2022-04-05,2022,4,2,2,5,Salud y Belleza,Maquillaje,257.2,5,18.82,208.79,1043.97,385.79,658.18,63.05,Noroeste,Puebla,Tienda Física,Premium,Efectivo,False,22.0,2.3,9.6,5.1,9,12,4,9.5,2,2,TXN011072
2021-10-31,2021,10,4,7,31,Automóviles,Accesorios,701.87,4,12.46,614.44,2457.75,1824.87,632.88,25.75,Sureste,Monterrey,Online,Premium,Tarjeta Débito,False,35.0,3.7,16.1,,6,14,3,13.1,0,4,TXN011073
2023-06-06,2023,6,2,2,6,Hogar y Jardín,Cocina,767.16,4,19.54,617.26,2469.03,1841.18,627.85,25.43,Noreste,Querétaro,Online,Premium,Efectivo,False,18.0,3.9,6.5,4.8,10,10,3,15.9,1,7,TXN011074
2021-04-14,2021,4,2,3,14,Juguetes,Educativos,404.33,2,11.34,358.49,716.98,363.9,353.08,49.25,Centro,Torreón,Marketplace,Nuevo,Efectivo,False,35.0,4.2,4.3,3.4,6,21,4,54.9,1,5,TXN011075
2021-06-05,2021,6,2,6,5,Automóviles,Limpieza,1353.16,3,41.03,797.93,2393.8,2638.67,-244.87,-10.23,Centro,San Luis Potosí,Marketplace,Regular,Tarjeta Débito,False,18.0,4.2,4.8,4.7,7,16,4,39.4,1,4,TXN011076
2021-11-19,2021,11,4,5,19,Salud y Belleza,Cuidado Personal,126.75,5,39.63,76.52,382.62,190.12,192.5,50.31,Sur,San Luis Potosí,Marketplace,Estudiante,Transferencia,False,18.0,3.8,4.9,,5,13,3,40.7,3,4,TXN011077
2020-05-01,2020,5,2,5,1,Automóviles,Accesorios,802.47,3,45.7,435.74,1307.21,1564.83,-257.61,-19.71,Noroeste,Ciudad de México,Catálogo,VIP,Transferencia,False,18.0,4.0,5.0,4.0,10,12,4,9.4,1,3,TXN011078
2022-11-13,2022,11,4,7,13,Ropa y Accesorios,Mujer,274.26,5,14.73,233.86,1169.31,548.52,620.79,53.09,Centro,Monterrey,Telefónico,Nuevo,Transferencia,False,49.0,3.9,5.3,5.5,9,14,5,15.7,2,2,TXN011079
2021-06-04,2021,6,2,5,4,Ropa y Accesorios,Niños,991.95,2,38.22,612.81,1225.61,793.56,432.05,35.25,Noroeste,Querétaro,Online,Premium,Transferencia,False,51.0,4.3,12.1,5.0,5,14,5,9.4,5,4,TXN011080
2022-12-22,2022,12,4,4,22,Deportes,Natación,520.32,3,42.16,300.95,902.86,780.49,122.37,13.55,Noroeste,Monterrey,Catálogo,VIP,Tarjeta Débito,False,51.0,3.1,4.3,5.3,9,22,2,9.1,5,5,TXN011081
2023-09-21,2023,9,3,4,21,Libros y Medios,Música,596.45,3,31.96,405.85,1217.54,1073.61,143.93,11.82,Centro,León,Online,Regular,Tarjeta Débito,False,25.0,4.5,4.6,4.8,1,16,4,90.3,2,7,TXN011082
2020-11-21,2020,11,4,6,21,Juguetes,Electrónicos,247.59,5,10.16,222.43,1112.15,557.09,555.06,49.91,Noreste,Juárez,Tienda Física,Nuevo,PayPal,False,63.0,3.8,4.0,3.2,8,9,3,13.2,2,5,TXN011083
2023-04-23,2023,4,2,7,23,Juguetes,Construcción,310.8,3,24.12,235.84,707.52,419.58,287.94,40.7,Sur,Tijuana,Tienda Física,Premium,Transferencia,False,91.0,4.9,4.0,3.5,9,14,2,3.8,1,4,TXN011084
2021-12-01,2021,12,4,3,1,Ropa y Accesorios,Calzado,672.13,5,28.43,481.04,2405.2,1344.26,1060.94,44.11,Este,San Luis Potosí,Telefónico,Nuevo,Efectivo,False,38.0,3.3,8.6,3.0,12,18,2,16.6,2,3,TXN011085
2022-08-22,2022,8,3,1,22,Ropa y Accesorios,Joyería,753.42,3,19.12,609.38,1828.15,904.1,924.04,50.55,Sur,Monterrey,Catálogo,Regular,PayPal,False,28.0,3.4,3.7,3.6,4,16,3,7.5,3,5,TXN011086
2022-11-20,2022,11,4,7,20,Electrónicos,Cámaras,542.61,8,40.64,322.1,2576.79,3038.62,-461.83,-17.92,Sureste,San Luis Potosí,Tienda Física,Estudiante,Efectivo,False,18.0,3.1,12.5,5.0,9,12,6,4.2,2,5,TXN011087
2023-09-05,2023,9,3,2,5,Ropa y Accesorios,Hombre,261.34,3,41.43,153.06,459.19,313.61,145.57,31.7,Sur,León,Catálogo,Nuevo,PayPal,False,21.0,4.6,5.1,3.7,11,11,3,37.5,2,4,TXN011088
2021-03-28,2021,3,1,7,28,Salud y Belleza,Suplementos,351.8,7,23.73,268.33,1878.34,738.79,1139.55,60.67,Noreste,Tijuana,Telefónico,Nuevo,Transferencia,False,20.0,4.6,10.1,,8,14,6,15.7,2,2,TXN011089
2020-09-15,2020,9,3,2,15,Ropa y Accesorios,Calzado,325.13,8,29.09,230.56,1844.51,1040.43,804.09,43.59,Sur,Querétaro,Marketplace,Nuevo,PayPal,False,18.0,4.2,12.6,3.1,5,17,5,11.1,5,4,TXN011090
2023-08-09,2023,8,3,3,9,Juguetes,Muñecas,444.75,6,29.39,314.03,1884.2,1200.83,683.37,36.27,Sur,Juárez,Online,Nuevo,Tarjeta Débito,False,53.0,4.9,4.3,5.2,7,13,3,51.2,3,2,TXN011091
2021-07-25,2021,7,3,7,25,Juguetes,Educativos,443.18,7,7.53,409.81,2868.64,1396.01,1472.63,51.34,Oeste,Juárez,Tienda Física,Regular,PayPal,True,46.0,3.5,6.6,4.0,5,18,8,2.5,0,4,TXN011092
2020-11-04,2020,11,4,3,4,Deportes,Outdoor,235.7,3,31.09,162.43,487.29,353.55,133.74,27.45,Oeste,Ciudad de México,Catálogo,Estudiante,Tarjeta Débito,False,18.0,3.8,5.3,3.5,9,17,1,37.3,1,5,TXN011093
2021-03-10,2021,3,1,3,10,Automóviles,Herramientas,2012.03,7,14.24,1725.51,12078.54,9154.76,2923.78,24.21,Centro,San Luis Potosí,Telefónico,VIP,Tarjeta Débito,False,55.0,,0.2,3.8,9,12,3,29.2,1,5,TXN011094
2022-09-11,2022,9,3,7,11,Deportes,Fútbol,391.96,3,12.29,343.8,1031.4,587.94,443.46,43.0,Noroeste,León,Telefónico,Estudiante,Tarjeta Crédito,False,46.0,4.0,13.5,3.9,10,9,2,1.4,3,4,TXN011095
2022-02-10,2022,2,1,4,10,Ropa y Accesorios,Niños,83.53,4,57.36,35.62,142.48,133.65,8.83,6.2,Oeste,Querétaro,Online,Premium,Transferencia,False,39.0,5.0,4.6,4.6,5,12,3,26.9,2,4,TXN011096
2022-09-12,2022,9,3,1,12,Deportes,Fútbol,225.25,3,15.61,190.1,570.29,337.88,232.41,40.75,Norte,Monterrey,Online,Premium,Tarjeta Crédito,True,18.0,3.5,0.5,4.1,7,15,6,29.0,1,4,TXN011097
2022-09-30,2022,9,3,5,30,Salud y Belleza,Maquillaje,106.01,7,27.16,77.22,540.52,222.61,317.91,58.82,Sur,San Luis Potosí,Online,VIP,PayPal,True,18.0,3.8,1.5,4.4,6,9,2,18.5,2,3,TXN011098
2023-09-21,2023,9,3,4,21,Hogar y Jardín,Cocina,807.52,8,36.3,514.41,4115.3,3876.11,239.19,5.81,Norte,Querétaro,Online,Estudiante,Efectivo,False,57.0,4.9,5.4,3.7,13,16,5,17.9,1,3,TXN011099
2023-04-12,2023,4,2,3,12,Salud y Belleza,Suplementos,269.86,4,11.25,239.5,958.02,323.84,634.18,66.2,Centro,Juárez,Catálogo,Premium,PayPal,True,120.0,2.9,1.4,3.8,10,8,5,33.5,5,2,TXN011100
2022-12-22,2022,12,4,4,22,Electrónicos,Cámaras,1102.98,3,31.95,750.59,2251.76,2316.26,-64.49,-2.86,Noroeste,San Luis Potosí,Marketplace,Premium,Tarjeta Débito,False,48.0,3.8,5.5,4.1,10,13,1,30.0,3,9,TXN011101
2023-12-16,2023,12,4,6,16,Libros y Medios,Música,125.17,3,5.9,117.79,353.38,225.31,128.07,36.24,Centro,León,Catálogo,Premium,Tarjeta Crédito,False,41.0,3.4,5.1,3.4,7,22,5,4.4,0,1,TXN011102
2022-03-19,2022,3,1,6,19,Libros y Medios,Ficción,279.18,2,42.33,161.01,322.03,335.02,-12.99,-4.03,Sureste,San Luis Potosí,Marketplace,VIP,PayPal,False,51.0,4.3,12.1,4.3,8,16,5,16.8,2,6,TXN011103
2021-05-31,2021,5,2,1,31,Electrónicos,Cámaras,655.25,6,42.34,377.82,2266.93,2752.03,-485.11,-21.4,Noroeste,Juárez,Tienda Física,Nuevo,Transferencia,False,48.0,3.6,7.3,3.4,12,16,7,13.0,1,4,TXN011104
2020-11-30,2020,11,4,1,30,Salud y Belleza,Suplementos,440.37,10,6.86,410.15,4101.51,1321.12,2780.39,67.79,Norte,Torreón,Catálogo,Estudiante,Tarjeta Débito,False,22.0,3.9,3.5,3.9,6,15,2,64.6,4,2,TXN011105
2020-03-30,2020,3,1,1,30,Juguetes,Electrónicos,101.47,4,4.31,97.1,388.42,182.65,205.77,52.98,Norte,Ciudad de México,Telefónico,Estudiante,Transferencia,False,80.0,3.3,2.4,2.9,7,14,5,17.1,2,6,TXN011106
2023-01-03,2023,1,1,2,3,Libros y Medios,No Ficción,302.5,1,3.87,290.8,290.8,181.5,109.3,37.59,Este,Querétaro,Telefónico,Premium,Transferencia,False,28.0,3.1,6.8,5.5,8,20,1,23.0,3,3,TXN011107
2021-12-16,2021,12,4,4,16,Deportes,Outdoor,278.62,3,23.8,212.32,636.95,417.93,219.02,34.39,Oeste,San Luis Potosí,Marketplace,VIP,Tarjeta Crédito,False,93.0,,4.2,4.1,11,15,6,0.8,2,2,TXN011108
2020-10-24,2020,10,4,6,24,Automóviles,Herramientas,3662.0,3,24.12,2778.55,8335.64,7140.89,1194.75,14.33,Oeste,Torreón,Telefónico,VIP,Transferencia,True,18.0,4.3,5.9,4.4,3,15,2,0.8,1,5,TXN011109
2020-06-21,2020,6,2,7,21,Libros y Medios,Música,231.62,4,24.7,174.4,697.62,555.88,141.74,20.32,Este,Guadalajara,Tienda Física,VIP,Efectivo,False,18.0,5.0,6.9,3.5,9,19,3,33.4,3,5,TXN011110
2021-03-18,2021,3,1,4,18,Deportes,Fútbol,529.66,4,6.26,496.48,1985.92,1059.31,926.61,46.66,Oeste,Tijuana,Marketplace,Nuevo,Efectivo,True,18.0,3.6,5.2,4.2,7,9,5,47.3,3,4,TXN011111
2021-02-19,2021,2,1,5,19,Hogar y Jardín,Jardín,128.34,4,4.94,122.01,488.03,308.02,180.01,36.88,Sur,Monterrey,Catálogo,Premium,Tarjeta Débito,False,61.0,4.7,16.1,5.0,10,21,1,17.2,2,3,TXN011112
2021-11-22,2021,11,4,1,22,Juguetes,Acción,418.51,4,23.23,321.27,1285.1,753.31,531.79,41.38,Sureste,Monterrey,Catálogo,Nuevo,Efectivo,False,60.0,4.4,5.5,3.9,12,18,5,12.4,1,3,TXN011113
2020-04-13,2020,4,2,1,13,Electrónicos,Cámaras,930.38,4,34.88,605.89,2423.58,2605.07,-181.49,-7.49,Norte,Puebla,Marketplace,Regular,Efectivo,False,18.0,,4.0,3.5,4,15,1,10.1,0,4,TXN011114
2020-12-26,2020,12,4,6,26,Juguetes,Acción,134.04,3,19.04,108.52,325.57,180.95,144.62,44.42,Este,Querétaro,Tienda Física,Estudiante,Efectivo,False,31.0,,,4.0,11,20,5,4.6,1,5,TXN011115
2020-08-17,2020,8,3,1,17,Hogar y Jardín,Cocina,429.04,5,19.78,344.18,1720.92,1287.13,433.79,25.21,Norte,León,Marketplace,Estudiante,Efectivo,True,41.0,3.4,2.6,4.2,6,12,3,26.8,4,6,TXN011116
2020-03-24,2020,3,1,2,24,Electrónicos,Cámaras,1220.87,2,22.45,946.76,1893.52,1709.22,184.29,9.73,Noreste,Puebla,Tienda Física,VIP,PayPal,False,29.0,4.4,10.9,4.6,6,15,5,32.1,2,7,TXN011117
2023-07-02,2023,7,3,7,2,Deportes,Basketball,186.69,6,18.51,152.14,912.85,560.08,352.76,38.64,Este,Guadalajara,Catálogo,Estudiante,Transferencia,False,41.0,3.2,4.2,3.6,10,16,6,47.4,1,5,TXN011118
2022-12-25,2022,12,4,7,25,Ropa y Accesorios,Calzado,356.53,2,37.6,222.49,444.98,285.22,159.76,35.9,Este,Ciudad de México,Tienda Física,Premium,Efectivo,False,18.0,3.7,8.1,4.2,12,24,2,15.0,3,4,TXN011119
2021-03-29,2021,3,1,1,29,Libros y Medios,eBooks,192.36,3,2.02,188.48,565.45,346.25,219.19,38.76,Oeste,Puebla,Online,Estudiante,PayPal,False,69.0,3.9,2.8,4.5,9,20,4,9.4,1,3,TXN011120
2023-10-10,2023,10,4,2,10,Libros y Medios,Música,104.7,1,4.44,100.05,100.05,62.82,37.23,37.21,Norte,Torreón,Catálogo,Estudiante,Transferencia,False,48.0,3.5,,4.2,10,17,3,5.6,0,5,TXN011121
2022-01-04,2022,1,1,2,4,Deportes,Fútbol,803.01,4,17.83,659.85,2639.42,1606.02,1033.4,39.15,Oeste,Querétaro,Online,Regular,Tarjeta Débito,True,37.0,3.5,3.6,4.3,9,15,4,4.9,1,4,TXN011122
2021-03-03,2021,3,1,3,3,Deportes,Basketball,365.59,6,5.54,345.33,2071.99,1096.77,975.22,47.07,Noroeste,León,Marketplace,Nuevo,Tarjeta Crédito,False,56.0,3.7,3.3,4.7,10,14,4,30.2,5,2,TXN011123
2020-05-02,2020,5,2,6,2,Automóviles,Accesorios,1157.78,6,2.79,1125.42,6752.51,4515.32,2237.19,33.13,Noroeste,Tijuana,Telefónico,Regular,PayPal,True,21.0,2.9,7.7,2.9,6,14,3,3.0,1,5,TXN011124
2022-04-15,2022,4,2,5,15,Salud y Belleza,Cuidado Personal,874.41,7,33.81,578.81,4051.67,1836.27,2215.41,54.68,Noroeste,Ciudad de México,Tienda Física,Premium,Efectivo,False,50.0,2.8,7.5,5.3,12,13,5,80.2,2,3,TXN011125
2020-11-28,2020,11,4,6,28,Electrónicos,Cámaras,1972.48,2,26.57,1448.44,2896.89,2761.47,135.41,4.67,Noroeste,Monterrey,Marketplace,Regular,Tarjeta Crédito,False,21.0,5.0,6.3,4.1,10,19,5,63.3,1,7,TXN011126
2022-06-03,2022,6,2,5,3,Automóviles,Neumáticos,983.36,6,31.64,672.18,4033.08,3835.12,197.96,4.91,Noreste,Torreón,Online,Regular,PayPal,True,54.0,4.3,1.9,4.0,9,12,2,20.2,3,6,TXN011127
2021-10-06,2021,10,4,3,6,Deportes,Fútbol,87.0,2,18.52,70.89,141.78,87.0,54.78,38.63,Sur,Monterrey,Catálogo,Premium,Tarjeta Crédito,False,99.0,1.9,2.5,4.4,5,15,5,9.6,1,3,TXN011128
2023-08-16,2023,8,3,3,16,Deportes,Fitness,645.32,6,14.06,554.56,3327.36,1935.95,1391.41,41.82,Sur,Ciudad de México,Telefónico,Nuevo,Efectivo,True,76.0,4.9,,4.6,4,16,4,28.1,3,3,TXN011129
2023-02-22,2023,2,1,3,22,Juguetes,Electrónicos,477.43,5,29.58,336.21,1681.05,1074.21,606.85,36.1,Este,Torreón,Marketplace,Nuevo,Tarjeta Débito,False,38.0,3.2,9.8,4.7,8,13,2,9.1,4,4,TXN011130
2023-02-04,2023,2,1,6,4,Deportes,Basketball,353.91,5,25.18,264.78,1323.91,884.77,439.14,33.17,Noroeste,Puebla,Telefónico,Premium,Tarjeta Crédito,False,18.0,,3.3,3.5,10,17,3,4.4,1,3,TXN011131
2022-12-19,2022,12,4,1,19,Salud y Belleza,Maquillaje,143.96,5,13.43,124.62,623.11,215.93,407.18,65.35,Noroeste,Tijuana,Telefónico,VIP,PayPal,False,31.0,4.2,2.0,4.7,1,14,3,29.3,3,5,TXN011132
2020-05-19,2020,5,2,2,19,Libros y Medios,Ficción,296.53,5,12.24,260.25,1301.23,889.59,411.64,31.63,Este,Guadalajara,Catálogo,Regular,Tarjeta Débito,True,81.0,3.6,10.9,4.1,6,17,2,26.0,4,5,TXN011133
2023-10-01,2023,10,4,7,1,Automóviles,Herramientas,1412.48,7,16.97,1172.83,8209.79,6426.78,1783.01,21.72,Sur,San Luis Potosí,Online,Estudiante,Tarjeta Débito,False,26.0,2.1,4.8,4.3,11,14,3,33.7,3,2,TXN011134
2023-07-12,2023,7,3,3,12,Libros y Medios,eBooks,475.93,3,34.56,311.42,934.27,856.67,77.6,8.31,Norte,Puebla,Telefónico,Nuevo,PayPal,False,115.0,3.5,2.5,4.2,7,12,4,6.9,2,3,TXN011135
2021-08-09,2021,8,3,1,9,Hogar y Jardín,Cocina,135.2,2,32.84,90.8,181.59,162.24,19.35,10.66,Centro,Torreón,Marketplace,Premium,PayPal,False,131.0,4.8,,3.9,9,16,3,0.9,1,4,TXN011136
2020-12-19,2020,12,4,6,19,Juguetes,Acción,253.41,4,39.68,152.86,611.45,456.14,155.31,25.4,Sureste,Torreón,Tienda Física,Nuevo,PayPal,False,36.0,3.5,7.9,5.6,6,10,2,16.0,4,3,TXN011137
2020-05-29,2020,5,2,5,29,Automóviles,Accesorios,1321.98,7,35.16,857.18,6000.25,6015.01,-14.75,-0.25,Oeste,San Luis Potosí,Telefónico,VIP,Tarjeta Débito,False,28.0,4.2,3.2,3.7,9,18,2,7.6,0,7,TXN011138
2023-06-14,2023,6,2,3,14,Deportes,Fitness,633.36,8,16.21,530.71,4245.67,2533.45,1712.22,40.33,Oeste,San Luis Potosí,Catálogo,Regular,PayPal,False,18.0,3.3,10.3,4.2,6,14,4,2.7,3,1,TXN011139
2020-11-28,2020,11,4,6,28,Salud y Belleza,Maquillaje,322.66,5,5.42,305.18,1525.89,483.99,1041.9,68.28,Sureste,Guadalajara,Telefónico,Nuevo,Efectivo,False,26.0,3.1,7.1,4.4,5,17,3,27.2,4,1,TXN011140
2020-05-30,2020,5,2,6,30,Hogar y Jardín,Jardín,207.52,5,37.36,129.99,649.94,622.55,27.38,4.21,Sureste,Ciudad de México,Tienda Física,VIP,PayPal,False,28.0,4.0,12.8,3.6,6,12,4,113.0,3,4,TXN011141
2022-10-17,2022,10,4,1,17,Hogar y Jardín,Muebles,716.73,7,26.93,523.74,3666.2,3010.26,655.95,17.89,Sureste,Torreón,Telefónico,Premium,Tarjeta Débito,True,29.0,4.2,8.3,4.7,9,15,4,35.3,2,4,TXN011142
2021-03-07,2021,3,1,7,7,Juguetes,Muñecas,513.53,4,30.32,357.83,1431.33,924.36,506.97,35.42,Noroeste,Ciudad de México,Catálogo,Regular,Tarjeta Crédito,False,47.0,4.9,4.3,3.4,11,18,2,24.6,1,1,TXN011143
2023-06-10,2023,6,2,6,10,Libros y Medios,Música,94.69,4,13.55,81.86,327.44,227.26,100.17,30.59,Este,Querétaro,Tienda Física,Regular,Tarjeta Débito,False,18.0,2.5,2.8,4.2,7,11,3,41.4,3,3,TXN011144
2021-06-15,2021,6,2,2,15,Hogar y Jardín,Muebles,1015.63,2,25.05,761.26,1522.52,1218.75,303.77,19.95,Este,Monterrey,Telefónico,Estudiante,Transferencia,False,24.0,5.0,4.7,4.0,7,9,2,32.4,2,4,TXN011145
2021-06-20,2021,6,2,7,20,Ropa y Accesorios,Joyería,2757.0,4,10.67,2462.75,9850.99,4411.2,5439.79,55.22,Este,Tijuana,Telefónico,Nuevo,Efectivo,False,26.0,2.2,5.5,4.7,4,12,3,29.5,0,5,TXN011146
2023-05-06,2023,5,2,6,6,Libros y Medios,No Ficción,115.98,5,19.92,92.87,464.36,347.94,116.42,25.07,Centro,Torreón,Tienda Física,Premium,Tarjeta Crédito,False,31.0,3.5,3.4,4.3,7,12,2,48.2,1,7,TXN011147
2021-03-06,2021,3,1,6,6,Electrónicos,Cámaras,1570.66,4,16.65,1309.2,5236.82,4397.85,838.97,16.02,Oeste,Puebla,Marketplace,VIP,Transferencia,True,25.0,3.4,10.9,4.3,7,12,4,20.1,2,3,TXN011148
2023-01-31,2023,1,1,2,31,Deportes,Outdoor,451.57,9,3.74,434.66,3911.96,2032.05,1879.9,48.06,Sureste,León,Tienda Física,Premium,Efectivo,True,18.0,3.5,4.0,3.4,9,20,4,14.6,2,4,TXN011149
2021-02-12,2021,2,1,5,12,Electrónicos,Gaming,937.63,4,15.37,793.49,3173.95,2625.37,548.58,17.28,Norte,Torreón,Catálogo,Estudiante,Tarjeta Crédito,True,18.0,2.4,0.8,4.7,13,19,2,43.8,3,4,TXN011150
2023-05-02,2023,5,2,2,2,Automóviles,Audio,550.31,5,5.92,517.71,2588.55,1788.51,800.05,30.91,Centro,Guadalajara,Marketplace,Estudiante,Transferencia,False,18.0,4.4,4.4,3.0,8,16,9,56.6,4,6,TXN011151
